Summary,Status,Assignee,Assignee (Email Address),Modified Time,Created Time,Due Date,Task Type,Object URL,Profile Name
Renewal task for Site Collection SCDBonnie Test SC triggered due to workspace inactivity,Waiting for confirmation,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-14 18:23:43,2024-11-30 18:23:31,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000000,CSD Site Renewal
Scheduled renewal task for Site Collection SCDBonnieSC2,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-19 17:47:22,2024-11-29 18:24:27,9999-12-31 23:59:59,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000001,CSD Site Renewal
Renewal task for Site Collection SCD BonnisSC4 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-12-13 18:19:22,2024-11-29 18:19:18,2024-12-13 18:19:18,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000003,CSD Site Renewal
Renewal task for Site Collection SCD BonnisSC4 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-29 18:07:21,2024-11-29 12:33:09,2024-12-13 12:33:09,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000003,CSD Site Renewal
Renewal task for Site Collection SCDBonnieSC2 triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-29 18:24:02,2024-11-29 12:33:08,2024-12-13 12:33:08,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000001,CSD Site Renewal
Renewal task for Site Collection SCDBonnie Test SC triggered due to workspace inactivity,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-29 18:23:21,2024-11-29 12:33:08,2024-12-13 12:33:08,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000000,CSD Site Renewal
Scheduled renewal task for Site Collection SCDBonnie Test SC,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:30:20,2024-11-28 03:42:07,2024-12-12 03:42:07,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000000,CSD Site Renewal
Scheduled renewal task for Microsoft Team BonnieTeam1,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:25:28,2024-11-27 21:32:20,2024-12-11 21:32:20,Renew Microsoft Team,https://7rkd12.sharepoint.com/sites/BonnieTeam1,Teams Renewal
Scheduled renewal task for Site Collection SCDBonnieSC2,Canceled,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-11-28 11:30:11,2024-11-27 21:32:17,2024-12-11 21:32:17,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000001,CSD Site Renewal
Scheduled renewal task for Site Collection SCDBonnieSC2,Canceled,BonnieEndUser,BonnieEndUser@7rkd12.onmicrosoft.com,2024-11-28 11:30:11,2024-11-27 21:32:17,2024-12-11 21:32:17,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000001,CSD Site Renewal
Scheduled renewal task for Site Collection SCDBonnieSC2,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:30:11,2024-11-27 21:32:17,2024-12-11 21:32:17,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000001,CSD Site Renewal
Scheduled renewal task for Microsoft Team BonnieTeam2,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:30:36,2024-11-27 21:27:50,2024-12-11 21:27:51,Renew Microsoft Team,https://7rkd12.sharepoint.com/sites/BonnieTeam2,Teams Renewal
Scheduled renewal task for Site Collection SCDBonnieSC3,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:30:01,2024-11-27 21:19:26,2024-12-11 21:19:27,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000002,CSD Site Renewal
Scheduled renewal task for Site Collection SCD BonnisSC4,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 10:56:08,2024-11-27 21:12:56,2024-12-11 21:12:56,Renew Site,https://7rkd12.sharepoint.com/sites/csd_000003,CSD Site Renewal
Shared Channel1,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:25:27,2024-11-27 17:32:17,2024-12-11 17:32:17,Renew Shared Channel,https://7rkd12.sharepoint.com/sites/BonnieTeam1-SharedChannel1,Teams Renewal
Private Channel1,Canceled,Bonnie Test,BonnieTest@7rkd12.onmicrosoft.com,2024-11-28 11:25:27,2024-11-27 17:32:17,2024-12-11 17:32:17,Renew Private Channel,https://7rkd12.sharepoint.com/sites/BonnieTeam1-PrivateChannel1,Teams Renewal
IT Admin,Waiting for confirmation (Task overdue),Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-11-30 17:19:06,2024-11-27 17:19:05,2024-11-30 17:19:05,Confirm Distribution Group Governance Details,,auto import group
Security group 1,Completed,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-10-04 17:25:54,2024-10-04 17:19:01,2024-10-07 17:19:01,Confirm Security Group Governance Details,,auto import group
R&D,Completed,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-10-04 17:25:53,2024-10-04 17:19:00,2024-10-07 17:19:00,Confirm Security Group Governance Details,,auto import group
GAOTEST,Completed,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-10-04 17:25:40,2024-10-04 17:19:00,2024-10-07 17:19:00,Confirm Security Group Governance Details,,auto import group
Scheduled renewal task for Guest User Doris Han,Submitted,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-10-04 10:41:04,2024-10-04 10:40:28,2024-10-07 10:40:28,Renew Guest User,,DEV-Guest user renew profile
Scheduled renewal task for Guest User test,Submitted,Admin ADB,Admin@7rkd12.onmicrosoft.com,2024-10-04 10:38:37,2024-10-03 20:06:19,2024-10-06 20:06:19,Renew Guest User,,DEV-Guest user renew profile
forms test on PRJ_072203 forms,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-08-06 22:11:40,2024-08-05 22:09:41,2024-08-06 22:09:41,Confirm Power App Governance Details,https://apps.powerapps.com/play/e/Default-2f1efc02-ca52-4ef3-9699-4682eb699ffa/a/17d31dd7-9077-4339-bd43-c8235ce673bb?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=b522aa62-5414-45fd-95d8-3c4ce977379c&sourcetime=1722500742670,power app import
Microsoft 365 Usage Analytics,Waiting for confirmation (Task overdue),MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-08-06 22:06:58,2024-08-05 22:05:06,2024-08-06 22:05:06,Confirm Power BI Workspace Governance Details,,power BI import
Asset Checkout,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-08-05 22:11:39,2024-08-04 22:09:47,2024-08-05 22:09:47,Confirm Power App Governance Details,https://org11557506.crm5.dynamics.com/main.aspx?appid=2cf84d00-6195-ed11-aad0-00224818d40c,power app import
Fundraiser,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-08-05 22:11:39,2024-08-04 22:09:47,2024-08-05 22:09:47,Confirm Power App Governance Details,https://org11557506.crm5.dynamics.com/main.aspx?appid=cd0e40af-6095-ed11-aad0-00224818d40c,power app import
Portal Management,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-08-05 22:11:39,2024-08-04 22:09:47,2024-08-05 22:09:47,Confirm Power App Governance Details,https://org11557506.crm5.dynamics.com/main.aspx?appid=d52e4c7e-ad9f-ed11-aad1-00224818d40c,power app import
Innovation Challenge,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-08-05 22:11:39,2024-08-04 22:09:47,2024-08-05 22:09:47,Confirm Power App Governance Details,https://org11557506.crm5.dynamics.com/main.aspx?appid=f33409da-6095-ed11-aad0-00224818d40c,power app import
SharePoint Provision,Waiting for confirmation (Task overdue),MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-08-05 22:06:31,2024-08-04 22:04:38,2024-08-05 22:04:38,Confirm Power Automate Flow Governance Details,,power automate import
Project Flow Demo,Waiting for confirmation (Task overdue),MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-08-05 22:06:31,2024-08-04 22:04:38,2024-08-05 22:04:38,Confirm Power Automate Flow Governance Details,,power automate import
Dynamic multi Approval flow Demo,Waiting for confirmation (Task overdue),MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-08-05 22:06:31,2024-08-04 22:04:38,2024-08-05 22:04:38,Confirm Power Automate Flow Governance Details,,power automate import
Manager Approval flow Demo,Waiting for confirmation (Task overdue),MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-08-05 22:06:31,2024-08-04 22:04:38,2024-08-05 22:04:38,Confirm Power Automate Flow Governance Details,,power automate import
Documents on subsiteshere forms,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-06-03 22:11:41,2024-06-02 22:09:43,2024-06-03 22:09:43,Confirm Power App Governance Details,https://apps.powerapps.com/play/a7bc82ab-6a32-409d-a975-4487acca5a97?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=6d8a001d-59b0-41e6-9cdd-74c46f2a7bb5,power app import
Documents on GA forms,Waiting for confirmation (Task overdue),MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-06-03 22:11:41,2024-06-02 22:09:43,2024-06-03 22:09:43,Confirm Power App Governance Details,https://apps.powerapps.com/play/7c38350a-accd-4ce6-a472-8e7b8062b0b1?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=9c6a1586-0ef3-40ce-8690-c136e9829b8f,power app import
Scheduled renewal task for Power BI workspace Doris BI test1,Waiting for confirmation,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-06-04 22:52:16,2024-06-01 22:52:13,9999-12-31 23:59:59,Renew Power BI Workspace,,powerBI renewal
Scheduled renewal task for Power App GA test App,Waiting for confirmation,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-06-04 10:19:25,2024-06-01 10:19:11,9999-12-31 23:59:59,Renew Power App,https://apps.powerapps.com/play/e/Default-2f1efc02-ca52-4ef3-9699-4682eb699ffa/a/95c4033b-6ed7-4736-8f7f-ae326911004a?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=3bff6ac2-3ea0-4ddc-b1bc-137f6e996fdf&sourcetime=1695690536669,PowerAppRenew Profile
Scheduled renewal task for Power BI workspace tyGraph for Yammer,Waiting for confirmation,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-06-04 10:13:26,2024-06-01 10:13:22,9999-12-31 23:59:59,Renew Power BI Workspace,,powerBI renewal
Scheduled renewal task for Power Automate flow Send Attachment for Approval flow,Canceled,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-04-05 13:34:17,2024-04-01 16:23:53,9999-12-31 23:59:59,Renew Power Automate Flow,,powerautomate flow renewal
Scheduled renewal task for Power App D-SharePoint list App,Waiting for confirmation,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-03-28 22:44:24,2024-03-25 22:44:17,9999-12-31 23:59:59,Renew Power App,https://apps.powerapps.com/play/e/Default-2f1efc02-ca52-4ef3-9699-4682eb699ffa/a/5e5007ea-2dc0-44d0-9d32-0e6dc0a884c4?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=c55dd10b-3f1e-43e7-aa5b-9cf1e83dd02a,PowerAppRenew Profile
tyGraph for Yammer,Completed,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-03-26 10:03:18,2024-03-25 22:07:07,2024-03-26 22:07:07,Confirm Power BI Workspace Governance Details,,power BI import
Doris BI test1,Completed,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-03-25 22:42:12,2024-03-25 22:07:07,2024-03-26 22:07:07,Confirm Power BI Workspace Governance Details,,power BI import
D-SharePoint list App,Completed,MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-03-25 22:41:51,2024-03-25 22:05:41,2024-03-26 22:05:41,Confirm Power App Governance Details,https://apps.powerapps.com/play/e/Default-2f1efc02-ca52-4ef3-9699-4682eb699ffa/a/5e5007ea-2dc0-44d0-9d32-0e6dc0a884c4?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=c55dd10b-3f1e-43e7-aa5b-9cf1e83dd02a,power app import
GA test App,Completed,MOD Administrator,admin@M365x080322.OnMicrosoft.com,2024-03-25 22:42:17,2024-03-25 22:05:41,2024-03-26 22:05:41,Confirm Power App Governance Details,https://apps.powerapps.com/play/e/Default-2f1efc02-ca52-4ef3-9699-4682eb699ffa/a/95c4033b-6ed7-4736-8f7f-ae326911004a?tenantId=2f1efc02-ca52-4ef3-9699-4682eb699ffa&hint=3bff6ac2-3ea0-4ddc-b1bc-137f6e996fdf&sourcetime=1695690536669,power app import
Send Attachment for Approval flow,Completed,MOD Administrator (Inactive),admin@M365x080322.OnMicrosoft.com,2024-03-25 22:41:59,2024-03-25 22:04:42,2024-03-26 22:04:42,Confirm Power Automate Flow Governance Details,,power automate import
